Position	A1	A2	B1	B2
1133	0	0	0	0
1134	5.8	0	0	0
1135	81.4	83.3	13.3	12.2
1136	0	0	0	0
1137	92.5	93.7	100	95
1138	76.9	100	16.6	16.2
1139	92.3	100	100	97.2
1140	16.6	8	100	100
1141	0	0	76.1	60.7
1142	91.6	96.4	100	90.9
1143	72.2	56.5	100	100
1144	93.3	85.7	100	100
1145	100	95.6	83.3	100
1146	84.6	100	100	100
1147	100	100	100	100
1148	95.2	93.1	100	100
1149	0	0	100	100
1150	95.4	100	100	100
1151	68.9	70.8	9	6.6
1152	0	0	0	0
1153	96	97	66.6	48.1
1154	80	77.7	100	100
1155	0	0	0	0
1156	88.2	86.9	100	93.5
1157	15.3	7.1	0	0
1158	100	100	100	81.2
1159	86.6	100	100	93.3
1160	0	0	0	0
1161	0	0	0	0
1162	100	100	100	96.1
1163	100	96.2	100	97
1164	100	100	95.6	100
1165	73.7	83.3	26.4	7.5
1166	100	100	19	17.2
1167	100	100	100	100
1168	92.8	100	100	100
1169	0	0	0	0
1170	79.1	81.4	100	100
1171	12.5	20	100	90.9
1172	100	100	100	100
1173	95.2	88.4	100	100
1174	0	0	0	0
1175	88.5	89.7	31.4	23.7
1176	100	97.3	97.3	100
1177	83.3	95.6	37.8	22.5
1178	94.7	100	64.2	59
1179	0	0	0	0
1180	0	0	0	0
1181	0	0	0	0
1182	100	96.2	100	100
1183	0	3.5	0	0
1184	94.4	93.7	90	60
1185	0	0	7.1	0
1186	0	0	0	0
1187	0	0	0	0
1188	100	100	94.1	96.1
1189	0	0	0	0
1190	100	94.1	97	100
1191	100	94.4	100	100
1192	80	93.7	100	100
1193	0	0	0	0
1194	0	0	0	0
1195	94.7	84.6	100	96.9
1196	100	94.1	100	95.8
1197	100	96.7	100	100
1198	100	100	100	89.2
1199	0	0	0	0
1200	0	0	0	0
1201	85.7	100	93.7	100
1202	0	0	0	0
1203	0	0	0	0
1204	92.8	90	81.2	63.1
1205	5.2	7.1	0	0
1206	100	95	37.6	43.9
1207	0	0	0	0
1208	100	100	100	85.7
1209	93.9	94.5	33.7	25.6
1210	100	100	100	100
1211	100	100	100	91.6
1212	91.3	88.8	93.3	100
1213	80.9	81.2	3.1	2.4
1214	44.7	44.9	14.5	9.4
1215	15.3	15.3	6.2	0
1216	27.7	25	0	0
1217	87.5	85.7	52.3	66.6
1218	100	100	96.2	100
1219	100	100	100	100
1220	100	100	93.7	100
1221	0	0	0	21
1222	100	100	100	100
1223	18.5	13	0	0
1224	87.5	96.8	100	100
1225	94.7	100	7.1	0
1226	0	0	0	0
1227	0	0	0	0
1228	100	95.4	100	100
1229	0	0	0	0
1230	0	0	0	0
1231	100	85	100	100
1232	0	0	3	0
1233	0	0	0	0
1234	72.1	77.1	4.8	8.8
1235	15	8.3	0	0
1236	5.8	24	93.5	100
1237	100	100	100	94.1
1238	90	100	100	100
1239	4.5	11.1	0	0
1240	100	96.6	100	100
1241	4.5	35.2	100	100
1242	94.1	95.4	100	92.5
1243	0	0	0	0
1244	90.9	83.3	35.7	36.3
1245	0	0	0	0
1246	3.4	3.8	0	0
1247	13.3	12.5	0	0
1248	0	0	0	0
1249	86.3	88.4	60	58.3
1250	0	0	0	0
1251	68.1	78.2	87.5	37
1252	94.7	100	96.9	79.4
1253	0	0	0	0
1254	0	0	0	0
1255	75	81.9	2.2	8.9
1256	0	0	100	95.6
1257	0	0	0	0
1258	0	0	0	2.2
1259	98.9	91.6	17.3	20.4
1260	100	100	100	90.9
1261	93.3	96.2	100	100
1262	100	95.6	100	96.1
1263	0	0	0	0
1264	91	90.4	53.7	45.6
1265	85	94.7	100	100
1266	0	0	0	0
1267	95.8	100	81.4	79.1
1268	100	100	96.6	100
1269	95.8	96.7	36.9	40
1270	81.8	87.1	25	29
1271	30	41.6	100	100
1272	4.7	0	6.2	0
1273	96	96.1	100	100
1274	90.9	88.8	100	100
1275	83.7	76.9	8.3	1.5
1276	46.6	100	100	50
1277	75	81.8	100	100
1278	75.2	71.1	3.4	3.5
1279	0	0	0	0
1280	100	100	53.3	68
1281	85.7	91.3	100	100
1282	0	0	0	0
1283	43.4	65	0	3.7
1284	100	94.4	50	44.4
1285	0	0	0	0
1286	100	100	0	0
1287	0	0	0	0
1288	0	0	0	0
1289	100	100	100	100
1290	100	95	100	100
1291	0	0	0	0
1292	0	0	0	0
1293	100	91.6	100	100
1294	95.2	100	100	97.6
1295	0	7.6	0	0
1296	0	0	0	0
1297	96.1	94.5	45.4	27.2
1298	17.6	4	43.7	48
1299	90.9	78.9	100	94.4
1300	100	95	91.6	72.7
1301	0	0	0	0
1302	0	0	0	0
1303	86.8	92.3	28.7	28.7
1304	0	0	0	0
1305	0	0	0	0
1306	83.3	87.5	100	82.3
1307	0	0	0	0
1308	100	94.1	100	100
1309	83.3	91.6	100	100
1310	0	0	0	0
1311	81.2	64	8.3	4.3
1312	3.3	0	3.1	2.9
1313	100	88.5	25	4.3
1314	0	0	0	0
1315	0	0	18.5	11.7
1316	0	0	0	0
1317	0	0	0	0
1318	91.6	95.8	93.3	100
1319	0	3.1	0	3.9
1320	0	0	0	0
1321	0	0	0	0
1322	57.1	70.8	100	100
1323	89.4	88.4	100	97.3
1324	0	0	0	0
1325	0	0	0	0
1326	81.8	100	100	100
1327	0	0	0	0
1328	0	0	0	0
1329	14.2	5.8	0	0
1330	0	0	0	0
1331	0	0	0	0
1332	0	0	0	5.8
1333	0	0	0	0
1334	4.1	0	0	0
1335	100	100	100	100
1336	0	0	0	17.6
1337	100	96.2	100	90.9
1338	4.5	5.5	0	0
1339	54.8	59	91.6	100
1340	83.3	92.8	83.3	86.9
1341	76.1	100	0	0
1342	93.7	86.6	100	100
1343	8.3	5.8	0	0
1344	94.7	91.6	100	96.1
1345	88.2	91.3	100	96.7
1346	0	0	0	0
1347	0	0	0	0
1348	42	30.8	9.5	5.7
1349	0	0	0	0
1350	0	0	0	0
1351	45.4	54.5	100	100
1352	0	0	0	3.3
1353	69.5	68.5	4.1	2.6
1354	95.4	100	28.5	26
1355	0	0	0	0
1356	0	0	0	0
1357	11.1	0	94.1	95.6
1358	0	4.7	8.6	0
1359	100	90.9	72.2	82.7
1360	0	0	0	0
1361	4.5	25	4.5	0
1362	85.7	100	100	100
1363	0	0	0	0
1364	92.5	88.7	22.6	25.8
1365	100	85	100	87.5
1366	89.4	80	100	100
1367	0	0	0	0
1368	9	4.1	0	0
1369	100	94.4	94.1	90
1370	0	0	0	0
1371	0	0	0	0
1372	94.1	100	100	100
1373	100	94.7	100	100
1374	92.8	89.6	100	100
1375	93.3	97.4	100	96.7
1376	5.5	0	0	0
1377	82.3	100	100	100
1378	100	100	0	0
1379	0	13.5	0	0
1380	91.3	100	100	100
1381	0	0	0	0
1382	6.6	0	0	0
1383	100	100	100	100
1384	0	0	0	0
1385	90.5	88.5	16.8	14.6
1386	66.6	75	94.4	100
1387	75	64	92.3	100
1388	94.7	100	100	100
1389	100	95	100	100
1390	0	0	0	0
1391	0	0	0	0
1392	5.2	11.5	93.7	100
1393	68.4	85.9	11.4	9.2
1394	0	0	0	7.1
1395	0	0	0	0
1396	0	0	0	0
1397	100	100	0	0
1398	6.6	5.8	10.5	2.9
1399	0	0	0	0
1400	0	0	0	0
1401	70	80	100	0
1402	53.3	33.3	95.4	100
1403	89.4	88.2	4	0
1404	100	93.3	100	100
1405	0	0	0	0
1406	90.4	95.4	86.2	83.3
1407	100	100	0	0
1408	100	100	60	93.7
1409	96	100	42.1	37
1410	93	90.2	20.6	20.1
1411	14.2	0	80.9	75
1412	94.1	100	100	92.8
1413	13.6	5.2	0	0
1414	100	100	100	100
1415	100	100	100	97
1416	100	100	11.7	6.2
1417	0	4.3	0	0
1418	7.1	3.3	5.5	0
1419	95	100	100	100
1420	31.5	36.3	0	0
1421	100	94.1	94.7	100
1422	90.2	87.7	22.3	18.3
1423	93.7	100	100	95.6
1424	100	95.6	20	0
1425	91.6	96	100	100
1426	90	100	100	93.7
1427	0	0	0	0
1428	76.9	100	84.6	80
1429	95.2	93.8	44.1	40.1
1430	100	92.8	100	93.3
1431	0	0	0	0
1432	0	0	0	7.1
1433	100	96.7	50	53.1
1434	90.9	91.3	20	0
1435	0	0	0	0
1436	50	73.3	100	96.7
1437	71.7	60.5	2.3	3.4
1438	91.9	82.6	2.8	9.6
1439	0	0	0	0
1440	90.9	88.4	65.7	83.3
1441	33.3	4.5	84.6	88.2
1442	100	95	100	100
1443	23	23.5	0	4.7
1444	53.8	65.2	3.7	20
1445	100	100	100	96.1
1446	0	0	0	4.1
1447	100	100	40	0
1448	3.7	3.4	0	0
1449	87.5	95	100	100
1450	95.6	100	95.6	100
1451	0	0	0	0
1452	0	4.5	0	0
1453	90	100	100	100
1454	5.8	0	0	0
1455	21	25.9	0	0
1456	0	0	0	2.5
1457	0	0	0	0
1458	100	100	86.3	76.3
1459	95.2	100	96.9	100
1460	90	28.5	37.5	0
1461	85	93.3	0	0
1462	94.1	96.1	100	96.8
1463	0	0	0	0
1464	88.2	100	88.8	100
1465	100	100	18.1	0
1466	90.9	100	100	100
1467	91.3	94.7	0	3.3
1468	100	100	100	97
1469	90	88.8	93.5	100
1470	0	0	4.5	0
1471	0	0	6.6	0
1472	100	92.3	64.7	53.3
1473	90.9	100	100	88.8
1474	100	100	0	5
1475	59	95.8	100	100
1476	8.3	0	0	0
1477	0	0	0	0
1478	86.6	100	100	73.3
1479	0	0	0	0
1480	100	89.4	3.3	0
1481	0	7.6	100	100
1482	0	0	0	0
1483	100	100	100	100
1484	0	0	0	0
1485	100	100	100	100
1486	63.4	83.7	10.8	5.7
1487	89.2	90.3	96.7	96.4
1488	11.7	0	0	0
1489	31.5	60.8	100	95.4
1490	0	0	0	0
1491	0	0	0	0
1492	74.1	78.7	63.3	54
1493	0	5.5	0	0
1494	0	0	0	0
1495	0	0	0	4.7
1496	8.6	0	3.2	0
1497	9.5	2.9	0	0
1498	94.1	96.1	95	95.2
1499	100	100	95.4	94.7
1500	100	100	100	100
1501	0	3.5	0	2.7
1502	45	51.6	0	0
1503	100	90	100	100
1504	0	0	0	0
1505	15.7	0	0	0
1506	95.6	86.6	5	0
1507	53.8	80.3	27.4	23.3
1508	100	100	100	100
1509	0	0	0	0
1510	0	0	0	0
1511	100	90	100	94.4
1512	0	0	0	0
1513	75	80	50	81.2
1514	0	0	0	0
1515	92.5	83.4	41.7	32.6
1516	8.3	0	0	0
1517	0	0	0	0
1518	84.3	72.7	92.8	83.3
1519	100	93.9	94.1	100
1520	4.1	16	0	0
1521	0	0	0	0
1522	75	100	0	0
1523	73.6	75	96.4	97.1
1524	0	0	0	0
1525	92.5	100	52.6	100
1526	100	90.4	100	100
1527	10	7.4	7.6	0
1528	91.6	100	100	100
1529	0	0	0	0
1530	0	0	0	0
1531	100	100	100	100
1532	100	100	3.8	0
1533	4.7	3.1	0	0
1534	91.6	100	100	100
1535	53.8	84.4	28.5	23
1536	100	100	8.3	26.3
1537	0	0	0	0
1538	0	0	12.5	20
1539	94.1	90.9	0	3.2
1540	100	92.8	86.2	86.2
1541	100	96.8	100	100
1542	0	0	0	0
1543	0	0	0	0
1544	100	93.3	100	92.8
1545	0	0	0	0
1546	100	95.6	100	86.9
1547	4.3	0	0	0
1548	86.3	100	100	92
1549	0	4.7	0	0
1550	30.4	100	100	96.5
1551	94.1	100	21	5.2
1552	100	93.3	100	100
1553	77.7	91.3	100	96.9
1554	0	0	0	0
1555	92.8	95.8	6.2	28
1556	0	0	0	0
1557	0	5.2	0	0
1558	77.5	86.1	5.4	1.3
1559	0	0	0	0
1560	0	0	0	0
1561	93.7	92	100	95.4
1562	92.8	90	92.3	93.3
1563	96	100	100	94.7
1564	0	8.3	0	0
1565	0	0	0	0
1566	0	5.8	100	100
1567	100	100	96.1	95.6
1568	0	0	3.4	4.1
1569	100	97.7	64.8	56.5
1570	94.4	65	100	96.4
1571	90.9	96.1	86.6	73.3
1572	11.7	42.8	5.5	0
1573	21	37.5	13.3	69.5
1574	100	100	100	95.4
1575	86.2	73.9	22.2	12.5
1576	81.2	100	100	92.8
1577	0	3.2	0	0
1578	0	0	0	0
1579	100	100	50	59.5
1580	62.5	77.7	0	7.6
1581	11.1	10	100	100
1582	0	0	0	0
1583	60	52.6	100	97
1584	0	7.6	0	0
1585	0	4	59	57.1
1586	100	100	94.4	100
1587	73.6	71.4	100	100
1588	100	84.6	0	5.8
1589	0	7.1	5.5	0
1590	0	0	0	0
1591	68.4	72.1	3.2	4.9
1592	77.7	90.9	91.6	95.8
1593	0	0	0	0
1594	0	0	0	0
1595	95.2	93.7	100	95
1596	0	0	0	0
1597	0	0	0	0
1598	5.8	4.1	3.1	0
1599	93.3	100	96.7	87.8
1600	0	0	0	0
1601	0	0	0	8.3
1602	100	100	100	93.3
1603	0	0	0	0
1604	0	0	0	0
1605	95.2	100	20	0
1606	0	0	0	0
1607	100	89.4	95.4	100
1608	93.7	100	100	100
1609	0	0	0	0
1610	0	9.5	0	0
1611	89	91.1	28.7	34.6
1612	100	100	100	100
1613	0	0	0	0
1614	0	0	0	0
1615	95	94.4	13	10.8
1616	83.3	69.2	0	0
1617	0	0	0	0
1618	0	0	0	0
1619	40.9	72	3	8.3
1620	83.3	91.9	19.3	13.7
1621	100	96.2	100	100
1622	0	0	3.2	0
1623	0	0	0	0
1624	100	100	5.8	0
1625	95.2	100	95.4	100
1626	95.8	100	2.7	9
1627	0	0	0	0
1628	5.5	18.7	100	95.6
1629	72.2	100	93.3	76.6
1630	0	0	0	0
1631	0	0	0	0
1632	0	0	3.8	0
1633	0	0	0	14.8
1634	94.1	75	100	100
1635	61.1	93.7	95	100
1636	0	0	0	0
1637	0	12.5	0	0
1638	100	100	96	100
1639	0	0	0	0
1640	100	100	100	94.4
1641	100	100	100	100
1642	0	0	0	0
1643	90	87.5	100	96.4
1644	89.6	90.4	44	39.8
1645	56.2	52.6	0	0
1646	38.4	28	11.7	5.5
1647	100	92.3	100	100
1648	47	71.4	5.5	0
1649	85.7	94.7	88.4	100
1650	93.3	76.1	100	100
1651	0	0	0	0
1652	15.7	14.7	0	3
1653	95	95	11.5	7.6
1654	100	95.3	100	100
1655	100	94.7	100	100
1656	0	0	0	0
1657	100	95.8	100	100
1658	0	0	0	0
1659	75	83.8	16	11.5
1660	0	0	0	6.6
1661	100	89.4	0	0
1662	0	0	0	0
1663	95.6	92	27.7	27.2
1664	5.2	0	0	0
1665	62.5	94.4	100	94.7
1666	100	100	80	27.2
1667	100	100	0	0
1668	73.9	81.6	12.7	13.6
1669	100	100	96.6	94.5
1670	100	100	100	100
1671	93.7	100	100	93.7
1672	0	0	0	0
1673	75	85	85	72.2
1674	76.9	88.2	100	100
1675	0	0	0	0
1676	47.8	41.1	0	3.5
1677	0	12.9	0	0
1678	46.6	21.4	0	0
1679	100	88.8	100	100
1680	0	0	0	0
1681	100	95	93.3	76.6
1682	0	0	0	0
1683	0	0	0	0
1684	93.3	90	100	100
1685	0	6.4	0	0
1686	0	0	0	0
1687	64.7	50	93.3	95.8
1688	100	100	100	100
1689	100	90	0	0
1690	0	0	0	2.9
1691	0	0	0	0
1692	0	0	0	0
1693	0	0	3.2	0
1694	0	0	0	0
1695	90.9	85.7	100	96.5
1696	69.5	65.3	100	100
1697	0	0	3	2.5
1698	100	95	3	0
1699	94.1	100	100	100
1700	90.9	62.5	100	80
1701	42.8	100	90.9	88.4
1702	0	0	30.7	42.8
1703	100	88.2	94.1	100
1704	100	96.2	90	100
1705	100	91.6	0	0
1706	96.1	100	96.5	93.9
1707	75	100	76.9	93.7
1708	0	0	0	0
1709	100	100	89.4	100
1710	100	100	100	93.7
1711	95.4	90	100	100
1712	0	6.2	0	0
1713	0	0	0	0
1714	0	0	0	7.1
1715	76.1	100	11.7	4.3
1716	0	4.5	0	0
1717	4.3	0	0	0
1718	0	0	0	0
1719	100	93.7	95.4	100
1720	0	6.6	0	0
1721	0	0	0	0
1722	86.6	95.8	100	100
1723	0	0	0	0
1724	0	0	0	0
1725	0	0	0	0
1726	0	0	0	0
1727	63.3	62.2	13.6	5.6
1728	0	0	0	0
1729	100	42.3	21.7	64
1730	0	0	0	0
1731	94.7	100	0	0
1732	100	95	0	0
1733	0	5.8	3.7	0
1734	95	90	95.8	93.9
1735	0	4.7	0	0
1736	0	0	0	0
1737	88.8	100	86.6	66.6
1738	95.2	92.8	100	95.8
1739	100	100	94.4	100
1740	0	0	0	0
1741	0	0	0	0
1742	4.3	0	0	0
1743	92.3	75.8	100	86.4
1744	0	0	0	0
1745	100	100	0	0
1746	0	0	0	0
1747	93.8	95.8	37.6	29
1748	100	78.2	92	97
1749	86.3	81.6	26.4	5.5
1750	0	0	0	0
1751	0	0	0	0
1752	100	100	0	0
1753	50.7	57.9	2.6	5.1
1754	100	100	100	96.9
1755	3.7	3.7	0	0
1756	0	4.5	0	0
1757	100	100	100	100
1758	0	0	100	100
1759	60	23	92.3	100
1760	95	100	0	3.8
1761	100	100	85.7	100
1762	6.2	26	0	0
1763	100	100	100	100
1764	90.9	69.2	34.2	58.3
1765	0	0	0	0
1766	5.5	0	0	0
1767	84.2	100	0	0
1768	93.3	96.2	100	100
1769	0	0	0	0
1770	0	0	0	0
1771	0	0	0	0
1772	0	0	0	0
1773	6.2	0	0	0
1774	8.6	4.1	94.4	100
1775	0	0	0	0
1776	90.9	100	94.1	100
1777	100	100	100	100
1778	0	0	0	0
1779	100	95.2	100	96.6
1780	82.6	87.5	100	100
1781	92.3	100	96.1	100
1782	0	0	0	0
1783	0	0	0	0
1784	0	0	0	0
1785	95	94.1	100	100
1786	0	0	0	2.1
1787	0	0	0	0
1788	0	0	0	0
1789	87.6	93.1	25.9	21.9
1790	10.5	22.7	4	0
1791	100	100	100	96.2
1792	100	100	100	100
1793	62.5	68.4	0	0
1794	92.3	93.3	100	100
1795	88.8	93.7	28.1	22.7
1796	0	4.1	95.8	97.1
1797	92.8	86.9	100	100
1798	95.4	100	100	100
1799	0	4	0	0
1800	93.7	96.6	95.4	100
1801	100	100	95	95.6
1802	0	0	0	0
1803	0	0	0	0
1804	100	100	0	0
1805	41.1	29.1	100	95.6
1806	0	0	0	0
1807	82.3	83.8	94.4	100
1808	0	0	0	0
1809	0	0	0	0
1810	40	43.7	0	0
1811	0	0	0	0
1812	92.3	90.9	100	100
1813	0	0	0	0
1814	0	0	0	0
1815	100	92.8	100	92.8
1816	100	100	100	100
1817	0	0	4.1	0
1818	88.2	59.3	0	0
1819	90	81.8	27.7	34.7
1820	0	0	0	0
1821	0	0	0	0
1822	92.8	95.4	63.1	82.3
1823	0	0	0	0
1824	0	0	0	0
1825	0	0	7.1	0
1826	0	0	0	0
1827	0	0	0	0
1828	0	0	0	0
1829	0	0	0	0
1830	0	0	0	0
1831	100	100	100	100
1832	100	100	12.9	5.4
1833	90	94.4	92.3	100
1834	100	95	100	100
1835	92.3	90.9	92.8	100
1836	100	100	100	100
1837	0	0	0	0
1838	30.7	48.2	21.8	13.7
1839	92.3	100	0	0
1840	0	6.2	0	0
1841	0	0	0	0
1842	100	100	100	100
1843	0	0	7.1	11.7
1844	94.1	100	95.8	95.4
1845	0	0	0	0
1846	93.3	90.3	100	100
1847	60	80	3.7	2.5
1848	0	0	0	5.8
1849	81.8	84.2	100	100
1850	0	7.6	0	0
1851	0	0	0	0
1852	95.4	92.8	100	100
1853	100	94.4	100	95
1854	0	0	0	0
1855	90	100	100	100
1856	100	93.1	100	100
1857	93.7	90	100	100
1858	0	0	0	0
1859	91.3	94.4	100	89.2
1860	0	0	0	0
1861	0	0	0	0
1862	91.6	91.3	100	100
1863	0	0	8.3	0
1864	100	91.6	100	100
1865	0	0	0	0
1866	0	0	0	0
1867	0	0	0	0
1868	100	96.4	100	94.1
1869	0	0	0	3.2
1870	0	0	3.5	0
1871	85	70	0	3.5
1872	0	0	0	0
1873	0	0	0	0
1874	9.5	9	0	0
1875	5	4.3	0	0
1876	0	0	0	0
1877	80	60	100	100
1878	92.5	81	9	8
1879	100	94.7	100	100
1880	0	0	0	0
1881	90.9	100	100	100
1882	100	86.9	100	100
1883	0	0	0	0
1884	0	9.5	0	0
1885	0	0	0	0
1886	96.6	100	100	100
1887	5	0	0	0
1888	100	100	100	100
1889	94.7	100	0	0
1890	0	0	0	0
1891	63.3	80.9	3.4	5.4
1892	0	0	0	0
1893	3.8	10	4.5	0
1894	83.3	100	100	40
1895	0	0	0	0
1896	0	0	0	0
1897	100	92.8	100	100
1898	100	90	100	100
1899	0	5.5	0	0
1900	0	0	0	0
1901	100	100	95.2	100
1902	46.6	33.3	100	100
1903	0	0	0	0
1904	6.6	0	3.7	0
1905	0	0	0	0
1906	0	0	0	0
1907	0	0	0	4.5
1908	0	0	0	0
1909	100	100	100	100
1910	0	18.1	10.5	0
1911	93.7	100	90	92.8
1912	0	0	5.5	0
1913	100	100	93.3	88.2
1914	93.3	92	0	5.5
1915	64.7	95.4	5.2	0
1916	65.6	74.3	6.8	3.4
1917	100	100	92.3	95.4
1918	5.2	4.7	0	0
1919	0	0	0	0
1920	100	100	100	100
1921	89.1	90	23.3	16.1
1922	0	0	0	5.8
1923	75	40	0	0
1924	23.8	23.8	100	95
1925	94.4	100	95.2	100
1926	0	0	0	0
1927	5.2	0	0	0
1928	87.5	100	100	97.1
1929	100	90.9	100	95.1
1930	100	95	100	100
1931	0	0	0	0
1932	0	0	0	38.8
1933	0	0	0	0
1934	100	92.3	16.6	31.5
1935	0	0	0	0
1936	0	0	0	0
1937	0	0	0	0
1938	82.6	75	21.4	13.7
1939	0	0	0	0
1940	96.1	100	100	100
1941	90.6	96.8	96.1	100
1942	0	0	0	0
1943	0	0	0	0
1944	0	0	0	0
1945	0	0	0	0
1946	100	88.4	13	11.7
1947	55.5	60.4	2.2	3.2
1948	95.2	100	58.6	42.5
1949	58.3	66.6	94.4	100
1950	0	0	0	0
1951	93.3	92.3	15.3	27.2
1952	3.7	0	0	0
1953	0	0	0	0
1954	100	100	100	100
1955	5.2	0	0	0
1956	95.4	90	100	100
1957	0	0	0	0
1958	74.3	78.9	22.3	16.5
1959	0	0	0	0
1960	0	0	4.1	0
1961	100	100	100	92.3
1962	60	50	93.3	100
1963	0	0	0	0
1964	100	100	97.2	80.9
1965	0	0	3.2	0
1966	89.4	95.6	100	100
1967	100	100	100	96
1968	0	0	0	0
1969	0	0	0	0
1970	0	0	0	0
1971	90.4	92.3	95	100
1972	0	0	0	0
1973	93.3	100	87.5	100
1974	64.7	100	0	0
1975	0	0	7.6	0
1976	0	0	18.7	24
1977	72.5	72.3	11.3	4
1978	92.8	100	92.8	100
1979	0	0	0	0
1980	0	0	0	0
1981	94.4	95.8	100	100
1982	0	0	0	0
1983	92.2	87.5	27.5	23.6
1984	0	0	0	0
1985	0	0	0	0
1986	0	0	0	0
1987	100	100	94.7	96.9
1988	90	100	100	100
1989	0	0	0	0
1990	91.2	95.2	20	14
1991	0	0	0	0
1992	0	0	0	0
1993	0	0	0	0
1994	87.5	85	0	5.2
1995	100	84.6	94.1	100
1996	0	0	0	0
1997	0	0	4.7	0
1998	88.2	100	93.3	100
1999	97.3	92.1	100	96.9
2000	0	0	0	4
2001	76.3	78.8	11.5	8.6
2002	4	0	0	0
2003	5.2	0	0	0
2004	91.6	100	100	100
2005	0	0	0	4.5
2006	100	100	100	95.4
2007	90	92.3	36.3	83.3
2008	0	0	0	0
2009	0	0	0	0
2010	0	0	0	0
2011	0	0	0	0
2012	83.3	86.9	100	100
2013	0	0	0	0
2014	100	93.3	92.8	100
2015	0	0	0	0
2016	100	100	100	100
2017	92.3	100	100	100
2018	85.7	100	100	100
2019	94.1	91.8	31.4	27.2
2020	0	0	0	0
2021	100	95.4	100	100
2022	0	7.6	100	100
2023	100	93.3	100	95.4
2024	100	100	60	38
2025	100	89.4	100	100
2026	100	86.2	37	3.7
2027	11.1	9	100	100
2028	0	0	0	0
2029	100	100	93.7	96.4
2030	93.7	95.8	100	100
2031	0	0	0	0
2032	90	86.4	96.1	100
2033	0	0	0	0
2034	0	0	0	0
2035	0	0	0	0
2036	0	0	0	0
2037	0	0	4.1	0
2038	80	85.7	100	100
2039	0	0	0	0
2040	72.4	78.1	12.6	16.4
2041	0	2.1	0	0
2042	100	100	82.3	75
2043	0	0	29	15.7
2044	0	0	0	0
2045	0	0	0	0
2046	100	94.4	93.3	96.6
2047	0	0	0	0
2048	100	100	93.1	100
2049	0	0	0	0
2050	93.7	96.4	100	100
2051	0	0	0	0
2052	100	100	94.1	100
2053	33.3	31.8	100	100
2054	0	0	0	0
2055	86.6	100	61.1	43.7
2056	0	0	0	0
2057	0	0	0	0
2058	85.7	62.8	100	100
2059	0	0	4.5	0
2060	0	0	0	0
2061	8.3	4	100	100
2062	0	0	0	0
2063	100	100	100	100
2064	0	0	0	0
2065	0	0	0	0
2066	0	0	11.1	0
2067	0	0	6.6	0
2068	0	0	0	0
2069	17.2	8.3	0	0
2070	0	0	0	0
2071	95.4	90	42.8	30.4
2072	0	7.6	0	0
2073	0	0	0	0
2074	95	82.6	100	96.1
2075	0	0	0	0
2076	0	0	0	0
2077	7.1	22.7	0	0
2078	100	100	100	100
2079	0	5.2	0	0
2080	100	95.4	100	96.4
2081	90.1	95.4	21.4	24.6
2082	100	100	100	100
2083	0	0	0	0
2084	3.7	0	0	0
2085	0	0	0	0
2086	70.5	43.7	0	0
2087	93.3	100	93.3	100
2088	80	62.5	86.6	47.6
2089	0	0	0	0
2090	100	95.6	100	100
2091	88.2	91.3	100	93.5
2092	0	0	0	0
2093	0	0	0	0
2094	5.8	25	3.7	0
2095	35	26.6	0	0
2096	0	0	0	0
2097	55.7	58.5	0.9	5.4
2098	88.8	100	97	94.7
2099	0	0	0	3.5
2100	100	84.2	100	90.9
2101	0	0	0	0
2102	0	0	0	0
2103	0	0	0	0
2104	0	3.2	0	0
2105	4.5	0	100	96.5
2106	0	15	0	7.6
2107	100	94.4	100	86.6
2108	0	0	0	0
2109	94.7	100	100	91.6
2110	0	0	3.2	2.7
2111	0	0	0	2.3
2112	0	0	0	0
2113	94.1	100	100	100
2114	0	0	0	0
2115	0	0	0	0
2116	0	0	0	0
2117	0	11.1	0	0
2118	100	93.7	100	87.5
2119	92.8	85	100	100
2120	86.6	88.8	11.7	7.6
2121	83.3	76.4	0	0
2122	0	0	0	0
2123	0	0	0	0
2124	36.6	38.4	84.6	89.6
2125	0	0	0	0
2126	0	0	0	0
2127	100	100	100	96.2
2128	87.2	86.2	28.4	24.7
2129	86.9	87.5	21.4	6.8
2130	5	0	0	0
2131	0	0	0	0
2132	0	0	0	0
2133	100	100	94.1	100
2134	100	100	100	95
2135	0	0	0	0
2136	91.3	88.2	92.8	81.4
2137	100	100	94.7	100
2138	0	0	0	0
2139	0	0	0	0
2140	0	0	0	0
2141	100	100	92.8	96.2
2142	100	100	93.7	100
2143	33.3	16.6	0	0
2144	0	0	0	0
2145	0	3.4	25	0
2146	0	0	0	4.3
2147	96.2	100	100	100
2148	100	100	88.2	96.6
2149	23.5	26.3	8.3	0
2150	90.9	96.6	29.2	21.7
2151	0	0	0	3.5
2152	100	100	100	94.1
2153	0	0	0	0
2154	0	0	0	0
2155	94.1	96.4	100	100
2156	88.8	100	100	97.1
2157	5.8	0	0	0
2158	0	0	0	0
2159	3.8	0	0	0
2160	0	0	0	0
2161	0	0	0	0
2162	13.3	15	64.2	64.2
2163	0	0	0	0
2164	0	0	0	0
2165	0	0	0	0
2166	100	100	94.2	90.4
2167	0	0	0	0
2168	0	0	0	3
2169	0	0	2.8	0
2170	72	79.7	24	24.8
2171	0	0	0	0
2172	0	0	0	0
2173	10.5	13.8	0	9
2174	10	0	41.6	53.3
2175	89.2	89.6	21.7	15.8
2176	0	0	0	0
2177	0	0	0	0
